,ID,Word,Lemme,Stemme,stopword
140,27,ill,['ill'],['ill'],False
141,27,never,['never'],['never'],False
142,27,buy,['buy'],['buy'],False
143,27,another,['another'],['anoth'],False
144,27,tv,['tv'],['tv'],False
145,28,fantastic,['fantastic'],['fantast'],False
146,28,design,['design'],['design'],False
147,28,we,['we'],['we'],True
148,28,lie,['lie'],['lie'],False
149,28,in,['in'],['in'],True
150,28,bed,['bed'],['bed'],False
151,28,and,['and'],['and'],True
152,28,watch,['watch'],['watch'],False
153,28,movies,['movie'],['movi'],False
154,28,on,['on'],['on'],True
155,28,the,['the'],['the'],True
156,28,ceiling,['ceiling'],['ceil'],False
157,29,happy,['happy'],['happi'],False
158,29,camper,['camper'],['camper'],False
159,30,great,['great'],['great'],False
160,30,little,['little'],['littl'],False
161,30,projector,['projector'],['projector'],False
162,30,even,['even'],['even'],False
163,30,better,['better'],['better'],False
164,30,customer,['customer'],['custom'],False
165,30,service,['service'],['servic'],False
166,31,amazing,['amazing'],['amaz'],False
167,31,product,['product'],['product'],False
168,32,great,['great'],['great'],False
169,32,package,['package'],['packag'],False
170,33,you,['you'],['you'],True
171,33,will,['will'],['will'],True
172,33,not,['not'],['not'],True
173,33,regret,['regret'],['regret'],False
174,33,buying,['buying'],['buy'],False
175,33,this,['this'],['thi'],True
176,34,wow,['wow'],['wow'],False
177,35,awesome,['awesome'],['awesom'],False
178,35,picture,['picture'],['pictur'],False
179,35,product,['product'],['product'],False
180,35,quality,['quality'],['qualiti'],False
181,36,top,['top'],['top'],False
182,36,quality,['quality'],['qualiti'],False
183,36,image,['image'],['imag'],False
184,36,and,['and'],['and'],True
185,36,incredibly,['incredibly'],['incred'],False
186,36,small,['small'],['small'],False
187,36,device,['device'],['devic'],False
188,37,great,['great'],['great'],False
189,37,lil,['lil'],['lil'],False
190,37,tech,['tech'],['tech'],False
191,37,device,['device'],['devic'],False
192,38,great,['great'],['great'],False
193,38,product,['product'],['product'],False
194,38,great,['great'],['great'],False
195,38,customer,['customer'],['custom'],False
196,38,service,['service'],['servic'],False
197,39,it is,"['it', 'is']","['it', 'is']",False
198,39,a,['a'],['a'],True
199,39,good,['good'],['good'],False
200,39,splurge,['splurge'],['splurg'],False
201,40,tiny,['tiny'],['tini'],False
202,40,and,['and'],['and'],True
203,40,amazing,['amazing'],['amaz'],False
204,41,would,['would'],['would'],True
205,41,recommend,['recommend'],['recommend'],False
206,41,if,['if'],['if'],True
207,41,you,['you'],['you'],True
208,41,need,['need'],['need'],False
209,41,portability,['portability'],['portabl'],False
210,41,and,['and'],['and'],True
211,41,comparability,['comparability'],['compar'],False
212,41,with,['with'],['with'],True
213,41,game,['game'],['game'],False
214,41,system,['system'],['system'],False
215,42,love,['love'],['love'],False
216,42,it,['it'],['it'],True
217,43,may,['may'],['may'],False
218,43,need,['need'],['need'],False
219,43,to,['to'],['to'],True
220,43,add,['add'],['add'],False
221,43,additional,['additional'],['addit'],False
222,43,speakers,['speaker'],['speaker'],False
223,44,customer,['customer'],['custom'],False
224,44,support,['support'],['support'],False
225,44,is,['is'],['is'],True
226,44,verry,['verry'],['verri'],False
227,44,attentive,['attentive'],['attent'],False
228,45,great,['great'],['great'],False
229,45,projector,['projector'],['projector'],False
230,46,no,['no'],['no'],True
231,46,need,['need'],['need'],False
232,46,word,['word'],['word'],False
233,46,to,['to'],['to'],True
234,46,say,['say'],['say'],False
235,47,awesome,['awesome'],['awesom'],False
236,47,projector,['projector'],['projector'],False
237,48,nice,['nice'],['nice'],False
238,49,great,['great'],['great'],False
239,49,and,['and'],['and'],True
240,49,very,['very'],['veri'],True
241,49,portable,['portable'],['portabl'],False
242,49,projector,['projector'],['projector'],False
243,50,perdé,['perdé'],['perdé'],False
244,51,perfect,['perfect'],['perfect'],False
245,52,excellent,['excellent'],['excel'],False
246,53,just,['just'],['just'],True
247,53,dope,['dope'],['dope'],False
248,54,not,['not'],['not'],True
249,54,bad,['bad'],['bad'],False
250,54,meaning,['meaning'],['mean'],False
251,54,bad,['bad'],['bad'],False
252,54,but,['but'],['but'],True
253,54,bad,['bad'],['bad'],False
254,54,meaning,['meaning'],['mean'],False
255,54,good,['good'],['good'],False
256,55,anker,['anker'],['anker'],False
257,55,nebula,['nebula'],['nebula'],False
258,55,capsule,['capsule'],['capsul'],False
259,56,good,['good'],['good'],False
260,57,amazing,['amazing'],['amaz'],False
261,57,product,['product'],['product'],False
262,58,great,['great'],['great'],False
263,58,picture,['picture'],['pictur'],False
264,59,small,['small'],['small'],False
265,59,projection,['projection'],['project'],False
266,59,huge,['huge'],['huge'],False
267,59,game,['game'],['game'],False
268,59,changer,['changer'],['changer'],False
269,60,five,['five'],['five'],False
270,60,stars,['star'],['star'],False
271,61,would,['would'],['would'],True
272,61,buy,['buy'],['buy'],False
273,61,again,['again'],['again'],True
274,62,easy,['easy'],['easi'],False
275,62,to,['to'],['to'],True
276,62,use,['use'],['use'],False
277,63,,[],[],False
278,64,lag,['lag'],['lag'],False
279,64,but,['but'],['but'],True
280,64,overall,['overall'],['overal'],False
281,64,worth,['worth'],['worth'],False
282,64,it,['it'],['it'],True
283,65,great,['great'],['great'],False
284,65,to,['to'],['to'],True
285,65,use,['use'],['use'],False
286,65,at,['at'],['at'],True
287,65,night,['night'],['night'],False
288,66,best,['best'],['best'],False
289,66,item,['item'],['item'],False
290,67,great,['great'],['great'],False
291,67,portability,['portability'],['portabl'],False
292,67,awesome,['awesome'],['awesom'],False
293,67,projector,['projector'],['projector'],False
294,68,in,['in'],['in'],True
295,68,usb,['usb'],['usb'],False
296,68,ppt,['ppt'],['ppt'],False
297,68,file,['file'],['file'],False
298,68,cant,['cant'],['cant'],False
299,68,play,['play'],['play'],False
300,69,have,['have'],['have'],True
301,69,a,['a'],['a'],True
302,69,netflix,['netflix'],['netflix'],False
303,69,account,['account'],['account'],False
304,70,i,['i'],['i'],True
305,70,love,['love'],['love'],False
306,70,it,['it'],['it'],True
307,71,amazing,['amazing'],['amaz'],False
308,71,product,['product'],['product'],False
309,71,,[],[],False
310,71,definitely,['definitely'],['definit'],False
311,71,recommend,['recommend'],['recommend'],False
312,72,nice,['nice'],['nice'],False
313,73,clear,['clear'],['clear'],False
314,73,pictures,['picture'],['pictur'],False
315,74,great,['great'],['great'],False
316,74,picture,['picture'],['pictur'],False
317,74,and,['and'],['and'],True
318,74,sound,['sound'],['sound'],False
319,75,great,['great'],['great'],False
320,75,portable,['portable'],['portabl'],False
321,75,projector,['projector'],['projector'],False
322,76,great,['great'],['great'],False
323,76,for,['for'],['for'],True
324,76,nintendo,['nintendo'],['nintendo'],False
325,76,switch,['switch'],['switch'],False
326,76,gameplay,['gameplay'],['gameplay'],False
327,77,great,['great'],['great'],False
328,77,tiny,['tiny'],['tini'],False
329,77,portable,['portable'],['portabl'],False
330,77,device,['device'],['devic'],False
331,77,with,['with'],['with'],True
332,77,an,['an'],['an'],True
333,77,applelike,['applelike'],['applelik'],False
334,77,attention,['attention'],['attent'],False
335,77,to,['to'],['to'],True
336,77,detail,['detail'],['detail'],False
337,78,great,['great'],['great'],False
338,78,once,['once'],['onc'],True
339,78,in,['in'],['in'],True
340,78,a,['a'],['a'],True
341,78,while,['while'],['while'],True
342,78,you,['you'],['you'],True
343,78,get,['get'],['get'],False
344,78,great,['great'],['great'],False
345,78,products,['product'],['product'],False
346,79,simply,['simply'],['simpli'],False
347,79,awesome,['awesome'],['awesom'],False
348,79,just,['just'],['just'],True
349,79,love,['love'],['love'],False
350,79,this,['this'],['thi'],True
351,79,product,['product'],['product'],False
352,80,ok,['ok'],['ok'],False
353,80,i,['i'],['i'],True
354,80,have,['have'],['have'],True
355,80,a,['a'],['a'],True
356,80,case,['case'],['case'],False
357,80,of,['of'],['of'],True
358,80,the,['the'],['the'],True
359,80,wows,['wow'],['wow'],False
360,80,love,['love'],['love'],False
361,80,this,['this'],['thi'],True
362,80,portable,['portable'],['portabl'],False
363,80,projector,['projector'],['projector'],False
364,81,amazing,['amazing'],['amaz'],False
365,81,product,['product'],['product'],False
366,82,great,['great'],['great'],False
367,82,little,['little'],['littl'],False
368,82,device,['device'],['devic'],False
369,83,wow,['wow'],['wow'],False
370,84,great,['great'],['great'],False
371,84,device,['device'],['devic'],False
372,84,for,['for'],['for'],True
373,84,home,['home'],['home'],False
374,84,use,['use'],['use'],False
375,84,or,['or'],['or'],True
376,84,travel,['travel'],['travel'],False
377,85,super,['super'],['super'],False
378,85,awesome,['awesome'],['awesom'],False
379,86,love,['love'],['love'],False
380,87,multi,['multi'],['multi'],False
381,87,funcion,['funcion'],['funcion'],False
382,87,parlante,['parlante'],['parlant'],False
383,87,y,['y'],['y'],True
384,87,proyector,['proyector'],['proyector'],False
385,88,anker,['anker'],['anker'],False
386,88,nebula,['nebula'],['nebula'],False
387,88,capsule,['capsule'],['capsul'],False
388,88,is,['is'],['is'],True
389,88,well,['well'],['well'],False
390,88,worth,['worth'],['worth'],False
391,88,the,['the'],['the'],True
392,88,money,['money'],['money'],False
393,89,the,['the'],['the'],True
394,89,price,['price'],['price'],False
395,90,good,['good'],['good'],False
396,90,projector,['projector'],['projector'],False
397,91,this,['this'],['thi'],True
398,91,little,['little'],['littl'],False
399,91,projector,['projector'],['projector'],False
400,91,is,['is'],['is'],True
401,91,amazing,['amazing'],['amaz'],False
402,91,,[],[],False
403,91,after,['after'],['after'],True
404,91,you,['you'],['you'],True
405,91,unlock,['unlock'],['unlock'],False
406,91,the,['the'],['the'],True
407,91,full,['full'],['full'],False
408,91,google,['google'],['googl'],False
409,91,experience,['experience'],['experi'],False
410,91,takes,['take'],['take'],False
411,91,5,['5'],['5'],False
412,91,minutes,['minute'],['minut'],False
413,92,can,['can'],['can'],True
414,92,sit,['sit'],['sit'],False
415,92,nicely,['nicely'],['nice'],False
416,92,on,['on'],['on'],True
417,92,most,['most'],['most'],True
418,92,surfaces,['surface'],['surfac'],False
419,92,and,['and'],['and'],True
420,92,also,['also'],['also'],True
421,92,comes,['come'],['come'],False
422,92,with,['with'],['with'],True
423,92,a,['a'],['a'],True
424,92,standard,['standard'],['standard'],False
425,92,,[],[],False
426,93,amazing,['amazing'],['amaz'],False
427,93,little,['little'],['littl'],False
428,93,device,['device'],['devic'],False
429,94,now,['now'],['now'],True
430,94,i,['i'],['i'],True
431,94,have,['have'],['have'],True
432,94,my,['my'],['my'],True
433,94,own,['own'],['own'],True
434,94,100,['100'],['100'],False
435,94,inch,['inch'],['inch'],False
436,94,screen,['screen'],['screen'],False
437,95,its,['it'],['it'],True
438,95,perfect,['perfect'],['perfect'],False
439,95,the,['the'],['the'],True
440,95,sound,['sound'],['sound'],False
441,96,great,['great'],['great'],False
442,96,quality,['quality'],['qualiti'],False
443,96,easy,['easy'],['easi'],False
444,96,to,['to'],['to'],True
445,96,use,['use'],['use'],False
446,96,,[],[],False
447,96,stream,['stream'],['stream'],False
448,96,from,['from'],['from'],True
449,96,various,['various'],['variou'],False
450,96,apps,['apps'],['app'],False
451,97,amazing,['amazing'],['amaz'],False
452,97,projector,['projector'],['projector'],False
453,97,for,['for'],['for'],True
454,97,the,['the'],['the'],True
455,97,price,['price'],['price'],False
456,97,tons,['ton'],['ton'],False
457,97,of,['of'],['of'],True
458,97,fun,['fun'],['fun'],False
459,98,amazing,['amazing'],['amaz'],False
460,98,device,['device'],['devic'],False
461,98,that,['that'],['that'],True
462,98,does,['doe'],['doe'],True
463,98,everything,['everything'],['everyth'],False
464,99,cabin,['cabin'],['cabin'],False
465,99,tent,['tent'],['tent'],False
466,99,glamping,['glamping'],['glamp'],False
467,100,entertainment,['entertainment'],['entertain'],False
468,100,in,['in'],['in'],True
469,100,a,['a'],['a'],True
470,100,soda,['soda'],['soda'],False
471,100,can,['can'],['can'],True
472,101,excellent,['excellent'],['excel'],False
473,101,so,['so'],['so'],True
474,101,far,['far'],['far'],False
475,102,exceeded,['exceeded'],['exceed'],False
476,102,expectations,['expectation'],['expect'],False
477,103,i,['i'],['i'],True
478,103,want,['want'],['want'],False
479,103,this,['this'],['thi'],True
480,103,nebula,['nebula'],['nebula'],False
481,103,to,['to'],['to'],True
482,103,work,['work'],['work'],False
483,103,with,['with'],['with'],True
484,103,updated,['updated'],['updat'],False
485,103,review,['review'],['review'],False
486,104,my,['my'],['my'],True
487,104,,[],[],False
488,104,favorite,['favorite'],['favorit'],False
489,104,led,['led'],['led'],False
490,104,projector,['projector'],['projector'],False
491,104,by,['by'],['by'],True
492,104,far,['far'],['far'],False
493,104,ticks,['tick'],['tick'],False
494,104,all,['all'],['all'],True
495,104,the,['the'],['the'],True
496,104,boxes,['box'],['box'],False
497,105,small,['small'],['small'],False
498,105,investment,['investment'],['invest'],False
499,105,for,['for'],['for'],True
500,105,great,['great'],['great'],False
501,105,image,['image'],['imag'],False
502,105,quality,['quality'],['qualiti'],False
503,106,one,['one'],['one'],True
504,106,of,['of'],['of'],True
505,106,my,['my'],['my'],True
506,106,favorite,['favorite'],['favorit'],False
507,106,purchases,['purchase'],['purchas'],False
508,106,in,['in'],['in'],True
509,106,the,['the'],['the'],True
510,106,last,['last'],['last'],False
511,106,few,['few'],['few'],True
512,106,years,['year'],['year'],False
513,107,a,['a'],['a'],True
514,107,profoundly,['profoundly'],['profoundli'],False
515,107,durable,['durable'],['durabl'],False
516,107,projector,['projector'],['projector'],False
517,107,wellworth,['wellworth'],['wellworth'],False
518,107,the,['the'],['the'],True
519,107,money,['money'],['money'],False
520,108,absolutely,['absolutely'],['absolut'],False
521,108,amazing,['amazing'],['amaz'],False
522,109,i,['i'],['i'],True
523,109,love,['love'],['love'],False
524,109,this,['this'],['thi'],True
525,109,stupid,['stupid'],['stupid'],False
526,109,projector,['projector'],['projector'],False
527,109,great,['great'],['great'],False
528,109,bang,['bang'],['bang'],False
529,109,for,['for'],['for'],True
530,109,the,['the'],['the'],True
531,109,buck,['buck'],['buck'],False
532,109,if,['if'],['if'],True
533,109,youre,['youre'],['your'],False
534,109,aware,['aware'],['awar'],False
535,109,of,['of'],['of'],True
536,109,its,['it'],['it'],True
537,109,limitations,['limitation'],['limit'],False
538,110,love,['love'],['love'],False
539,110,this,['this'],['thi'],True
540,110,projector,['projector'],['projector'],False
541,110,and,['and'],['and'],True
542,110,their,['their'],['their'],True
543,110,customer,['customer'],['custom'],False
544,110,service,['service'],['servic'],False
545,111,amazing,['amazing'],['amaz'],False
546,111,easy,['easy'],['easi'],False
547,111,to,['to'],['to'],True
548,111,use,['use'],['use'],False
549,111,right,['right'],['right'],False
550,111,out,['out'],['out'],True
551,111,of,['of'],['of'],True
552,111,the,['the'],['the'],True
553,111,box,['box'],['box'],False
554,111,,[],[],False
555,111,great,['great'],['great'],False
556,111,sound,['sound'],['sound'],False
557,111,and,['and'],['and'],True
558,111,picture,['picture'],['pictur'],False
559,111,buy,['buy'],['buy'],False
560,111,it,['it'],['it'],True
561,111,already,['already'],['alreadi'],False
562,112,small,['small'],['small'],False
563,112,and,['and'],['and'],True
564,112,portable,['portable'],['portabl'],False
565,112,great,['great'],['great'],False
566,112,functionality,['functionality'],['function'],False
567,113,super,['super'],['super'],False
568,113,cool,['cool'],['cool'],False
569,113,little,['little'],['littl'],False
570,113,projector,['projector'],['projector'],False
571,114,the,['the'],['the'],True
572,114,coolest,['coolest'],['coolest'],False
573,114,thing,['thing'],['thing'],False
574,114,ever,['ever'],['ever'],False
575,115,awesome,['awesome'],['awesom'],False
576,115,portable,['portable'],['portabl'],False
577,115,projector,['projector'],['projector'],False
578,116,anker,['anker'],['anker'],False
579,116,service,['service'],['servic'],False
580,116,is,['is'],['is'],True
581,116,the,['the'],['the'],True
582,116,best,['best'],['best'],False
583,116,,[],[],False
584,116,the,['the'],['the'],True
585,116,nebula,['nebula'],['nebula'],False
586,116,is,['is'],['is'],True
587,116,pretty,['pretty'],['pretti'],False
588,116,great,['great'],['great'],False
589,116,too,['too'],['too'],True
590,117,small,['small'],['small'],False
591,117,compact,['compact'],['compact'],False
592,117,and,['and'],['and'],True
593,117,works,['work'],['work'],False
594,118,impressive,['impressive'],['impress'],False
595,118,portability,['portability'],['portabl'],False
596,118,quality,['quality'],['qualiti'],False
597,118,and,['and'],['and'],True
598,118,value,['value'],['valu'],False
599,119,best,['best'],['best'],False
600,119,purchase,['purchase'],['purchas'],False
601,120,netflix,['netflix'],['netflix'],False
602,120,,[],[],False
603,120,android,['android'],['android'],False
604,120,phone,['phone'],['phone'],False
605,120,workaround,['workaround'],['workaround'],False
606,121,love,['love'],['love'],False
607,121,this,['this'],['thi'],True
608,121,projector,['projector'],['projector'],False
609,122,good,['good'],['good'],False
610,122,for,['for'],['for'],True
611,122,the,['the'],['the'],True
612,122,important,['important'],['import'],False
613,122,stuff,['stuff'],['stuff'],False
614,122,drawbacks,['drawback'],['drawback'],False
615,122,are,['are'],['are'],True
616,122,annoying,['annoying'],['annoy'],False
617,122,but,['but'],['but'],True
618,122,not,['not'],['not'],True
619,122,dealbreakers,['dealbreakers'],['dealbreak'],False
620,123,great,['great'],['great'],False
621,123,customer,['customer'],['custom'],False
622,123,service,['service'],['servic'],False
623,124,amazing,['amazing'],['amaz'],False
624,124,quality,['quality'],['qualiti'],False
625,125,awesome,['awesome'],['awesom'],False
626,125,niche,['niche'],['nich'],False
627,125,projector,['projector'],['projector'],False
628,126,hulu,['hulu'],['hulu'],False
629,126,and,['and'],['and'],True
630,126,hbo,['hbo'],['hbo'],False
631,126,max,['max'],['max'],False
632,126,are,['are'],['are'],True
633,126,compatible,['compatible'],['compat'],False
634,127,highly,['highly'],['highli'],False
635,127,recommend,['recommend'],['recommend'],False
636,128,perfect,['perfect'],['perfect'],False
637,129,very,['very'],['veri'],True
638,129,cool,['cool'],['cool'],False
639,129,and,['and'],['and'],True
640,129,excellent,['excellent'],['excel'],False
641,129,customer,['customer'],['custom'],False
642,129,service,['service'],['servic'],False
643,130,astonishing,['astonishing'],['astonish'],False
644,130,product,['product'],['product'],False
645,130,—,['—'],['—'],False
646,130,great,['great'],['great'],False
647,130,picture,['picture'],['pictur'],False
648,130,and,['and'],['and'],True
649,130,easy,['easy'],['easi'],False
650,130,to,['to'],['to'],True
651,130,connect,['connect'],['connect'],False
652,131,nebula,['nebula'],['nebula'],False
653,131,capsule,['capsule'],['capsul'],False
654,131,vs,['v'],['vs'],False
655,131,xgimi,['xgimi'],['xgimi'],False
656,131,mogo,['mogo'],['mogo'],False
657,131,pro,['pro'],['pro'],False
658,131,–,['–'],['–'],False
659,131,why,['why'],['whi'],True
660,131,i,['i'],['i'],True
661,131,chose,['chose'],['chose'],False
662,131,the,['the'],['the'],True
663,131,nebula,['nebula'],['nebula'],False
664,132,good,['good'],['good'],False
665,132,product,['product'],['product'],False
666,132,with,['with'],['with'],True
667,132,even,['even'],['even'],False
668,132,better,['better'],['better'],False
669,132,customer,['customer'],['custom'],False
670,132,service,['service'],['servic'],False
671,133,good,['good'],['good'],False
672,133,piece,['piece'],['piec'],False
673,133,of,['of'],['of'],True
674,133,kit,['kit'],['kit'],False
675,134,this,['this'],['thi'],True
676,134,thing,['thing'],['thing'],False
677,134,is,['is'],['is'],True
678,134,awesome,['awesome'],['awesom'],False
679,135,love,['love'],['love'],False
680,135,this,['this'],['thi'],True
681,135,thing,['thing'],['thing'],False
682,136,an,['an'],['an'],True
683,136,entire,['entire'],['entir'],False
684,136,movie,['movie'],['movi'],False
685,136,night,['night'],['night'],False
686,136,in,['in'],['in'],True
687,136,a,['a'],['a'],True
688,136,soda,['soda'],['soda'],False
689,136,can,['can'],['can'],True
690,136,,[],[],False
691,136,its,['it'],['it'],True
692,136,amazing,['amazing'],['amaz'],False
693,137,what,['what'],['what'],True
694,137,a,['a'],['a'],True
695,137,cool,['cool'],['cool'],False
696,137,smart,['smart'],['smart'],False
697,137,little,['little'],['littl'],False
698,137,projector,['projector'],['projector'],False
699,138,original,['original'],['origin'],False
700,138,,[],[],False
701,138,not,['not'],['not'],True
702,138,new,['new'],['new'],False
703,138,but,['but'],['but'],True
704,138,was,['wa'],['wa'],True
705,138,replaced,['replaced'],['replac'],False
706,139,died,['died'],['die'],False
707,139,in,['in'],['in'],True
708,139,two,['two'],['two'],False
709,139,years,['year'],['year'],False
710,139,updated,['updated'],['updat'],False
711,140,i,['i'],['i'],True
712,140,did,['did'],['did'],True
713,140,not,['not'],['not'],True
714,140,expect,['expect'],['expect'],False
715,140,to,['to'],['to'],True
716,140,have,['have'],['have'],True
717,140,any,['any'],['ani'],True
718,140,particularly,['particularly'],['particularli'],False
719,140,spectacular,['spectacular'],['spectacular'],False
720,140,brightness,['brightness'],['bright'],False
721,140,,[],[],False
722,141,product,['product'],['product'],False
723,141,quality,['quality'],['qualiti'],False
724,141,company,['company'],['compani'],False
725,141,responsecustomer,['responsecustomer'],['responsecustom'],False
726,141,service,['service'],['servic'],False
727,141,are,['are'],['are'],True
728,141,unrivaled,['unrivaled'],['unriv'],False
729,142,must,['must'],['must'],False
730,142,have,['have'],['have'],True
731,142,for,['for'],['for'],True
732,142,those,['those'],['those'],True
733,142,looking,['looking'],['look'],False
734,142,for,['for'],['for'],True
735,142,experiences,['experience'],['experi'],False
736,142,vs,['v'],['vs'],False
737,142,resolution,['resolution'],['resolut'],False
738,143,super,['super'],['super'],False
739,143,handy,['handy'],['handi'],False
740,143,and,['and'],['and'],True
741,143,functional,['functional'],['function'],False
742,143,on,['on'],['on'],True
743,143,the,['the'],['the'],True
744,143,go,['go'],['go'],False
745,143,projector,['projector'],['projector'],False
746,143,an,['an'],['an'],True
747,143,smart,['smart'],['smart'],False
748,143,tv,['tv'],['tv'],False
749,144,good,['good'],['good'],False
750,144,picture,['picture'],['pictur'],False
751,144,small,['small'],['small'],False
752,144,package,['package'],['packag'],False
753,145,highly,['highly'],['highli'],False
754,145,recommend,['recommend'],['recommend'],False
755,145,to,['to'],['to'],True
756,145,anyone,['anyone'],['anyon'],False
757,146,love,['love'],['love'],False
758,146,love,['love'],['love'],False
759,146,love,['love'],['love'],False
760,147,great,['great'],['great'],False
761,147,for,['for'],['for'],True
762,147,entertaining,['entertaining'],['entertain'],False
763,147,kids,['kid'],['kid'],False
764,147,only,['only'],['onli'],True
765,147,after,['after'],['after'],True
766,147,unlocking,['unlocking'],['unlock'],False
767,147,google,['google'],['googl'],False
768,147,play,['play'],['play'],False
769,147,services,['service'],['servic'],False
770,148,movie,['movie'],['movi'],False
771,148,night,['night'],['night'],False
772,148,whole,['whole'],['whole'],False
773,148,new,['new'],['new'],False
774,148,level,['level'],['level'],False
775,149,light,['light'],['light'],False
776,149,compact,['compact'],['compact'],False
777,149,projector,['projector'],['projector'],False
778,149,with,['with'],['with'],True
